,userId,movieId,rating
0,9,4198,4.0
1,20,5460,3.5
2,447,7690,3.0
3,168,434,3.5
4,378,33,5.0
5,471,8539,5.0
6,218,2185,2.0
7,266,1033,5.0
8,212,8061,4.0
9,552,4447,4.0
10,306,5407,2.0
11,136,1017,4.0
12,141,457,3.0
13,139,3618,3.0
14,231,8429,2.0
15,596,2508,4.0
16,3,203,5.0
17,27,8186,2.5
18,579,3576,4.0
19,289,1076,5.0
20,313,1090,4.0
21,199,1737,3.0
22,380,4761,4.0
23,297,1795,3.5
24,473,4081,3.0
25,201,445,2.0
26,418,2430,4.0
27,602,1554,4.0
28,599,2133,3.5
29,181,4426,3.0
30,291,3053,4.0
31,572,6647,4.5
32,75,273,4.0
33,158,6145,3.0
34,50,3613,3.0
35,81,33,2.0
36,248,8459,2.5
37,585,8429,4.0
38,159,1131,4.0
39,345,784,4.0
40,559,8280,3.0
41,447,8461,3.5
42,131,159,3.0
43,604,8230,3.0
44,110,2706,4.0
45,247,1795,4.0
46,267,1089,4.0
47,433,340,4.5
48,194,1041,1.0
49,231,8137,3.5
50,598,345,2.5
51,199,1803,0.5
52,110,8620,3.0
53,423,131,3.0
54,139,2181,3.0
55,516,352,3.0
56,526,801,3.0
57,447,3754,3.0
58,473,51,4.0
59,606,1692,3.0
60,603,301,3.0
61,124,6612,4.5
62,413,1777,3.0
63,604,1823,3.0
64,598,3298,2.0
65,482,1974,3.0
66,73,9404,3.5
67,390,1269,3.0
68,476,339,0.5
69,46,46,3.0
70,233,417,3.0
71,548,7313,5.0
72,152,4399,0.5
73,90,4628,3.0
74,599,780,4.5
75,572,49,5.0
76,479,4620,3.0
77,214,5842,2.5
78,27,7986,2.5
79,159,1649,1.0
80,576,302,5.0
81,364,7836,3.5
82,103,442,3.5
83,56,2032,4.0
84,415,159,2.5
85,124,1473,4.5
86,139,1095,3.0
87,218,475,2.0
88,414,1026,4.5
89,273,3398,2.0
90,273,2685,3.5
91,72,246,2.0
92,181,3927,3.5
93,17,1460,4.0
94,6,4483,3.0
95,152,3199,2.0
96,282,1033,4.0
97,131,3928,3.0
98,245,4183,5.0
99,63,174,2.5
100,413,5760,3.5
101,279,8880,4.0
102,607,301,3.0
103,254,1033,5.0
104,62,3562,3.5
105,311,4845,4.0
106,266,805,4.0
107,198,1040,5.0
108,566,7774,0.5
109,200,1309,4.0
110,304,4198,4.0
111,304,8365,3.5
112,198,4973,3.5
113,217,6252,4.0
114,140,4845,3.0
115,347,555,5.0
116,287,3936,3.0
117,3,940,5.0
118,490,7997,3.5
119,90,412,2.0
120,99,3625,4.5
121,482,2339,2.0
122,609,1036,5.0
123,428,399,2.0
124,122,1974,4.5
125,199,4036,4.0
126,469,341,4.0
127,245,7747,4.0
128,297,1200,3.0
129,494,7197,5.0
130,413,551,4.0
131,287,6254,3.0
132,436,1048,5.0
133,209,7071,5.0
134,561,5469,3.5
135,452,1414,4.0
136,333,1376,4.0
137,482,2978,2.5
138,356,1513,3.0
139,41,3512,3.0
140,104,6403,4.0
141,331,340,4.5
142,158,2686,0.5
143,468,1164,4.0
144,216,414,3.0
145,482,5607,4.5
146,201,182,3.0
147,589,1353,3.0
148,109,943,4.0
149,27,1309,4.5
150,563,6963,3.5
151,166,967,3.0
152,473,5990,4.0
153,17,5505,3.5
154,527,1298,3.0
155,433,5394,3.5
156,609,6872,4.5
157,598,2024,1.0
158,90,5388,5.0
159,306,6319,2.0
160,259,791,2.5
161,183,3676,4.5
162,506,436,4.0
163,379,4381,3.0
164,598,2211,2.5
165,481,5931,2.0
166,467,333,2.0
167,231,4954,4.0
168,476,932,5.0
169,474,4087,5.0
170,44,3787,1.0
171,488,8880,4.0
172,473,4470,4.5
173,273,1195,2.0
174,598,154,3.0
175,49,780,4.0
176,561,4081,4.5
177,473,1876,3.0
178,67,9357,3.0
179,57,234,3.0
180,287,4609,4.0
181,386,1050,4.0
182,363,360,5.0
183,476,6967,3.0
184,315,2768,3.5
185,404,1037,4.0
186,533,6647,4.5
187,198,6338,3.5
188,278,7943,4.0
189,482,3379,4.5
190,540,394,3.0
191,90,154,3.0
192,152,7040,2.0
193,49,6968,2.0
194,221,4311,3.0
195,482,6238,4.5
196,104,2294,4.0
197,273,1019,4.5
198,364,7590,2.5
199,248,9544,3.0
200,551,4087,3.5
201,584,1051,5.0
202,231,6860,2.5
203,246,7301,4.0
204,200,1344,4.0
205,379,7113,3.0
206,330,7986,3.0
207,136,1027,5.0
208,59,691,4.0
209,277,1824,3.5
210,317,3102,4.5
211,553,782,4.0
212,353,49,4.5
213,386,2260,2.5
214,182,107,5.0
215,474,1187,4.5
216,312,1063,5.0
